Cleaned_Comment,Predicted_Sentiment
ukraine side wrong whatever superfluous arguement west might make truth need nato yet exists also expanded like putin innocent bombing innocent civilian certainly west would supported accommodated democratic russia putin would risen democracy would strengthened enduring peace achieved happened actually nato expansion shock therapy etc created instability gave rise russian nationalism seen ukraine history economic crisis political instability best condition nationalist sounding demagogue rise,0.0
un right wrong support russia india,2.0
people want suffer due conflict ruler powersimply lead irreparable harm country peoplepraying life peace,0.0
friend,0.0
putin war russian war people support russian relative well,0.0
never learn history,0.0
verry uncorrect,1.0
nato gave putin every reason enter ukraine stop bidenzzzzzelensky madness,2.0
another non important war dont care win,2.0
wait secondyou guy came vox learn war enjoy wasting time,1.0
im gonna straightits kind hard independent country thats practically land mass believe world smarter one manhow still going,1.0
said modern ukraine fact shaped russia share culture mostly language soviet union collapsed alike country dont recall saying ukraine belongs russia,1.0
full scale sent troop christ sake,2.0
russian sphere influence nation like belarus still poor ex soviet union nation sphere join eu became rich like romania wonder ukraine georgia want west sphere influence,0.0
un investigate real lab covid started,2.0
european white white killing controlled banksters like ww reason ukraine russia couldnt good friend bank didnt want,2.0
joined county,1.0
neutral version video unbiasd source watch instead video perspective perspective allowed,1.0
russia illegally invade ukraine russia defending absolutely legimatelly according article un charter attacked nato u proxy war,1.0
thought prayer people ukraine hoping safety unprecedented time conflict important stay informed complexity putin action impact ukraine understanding situation lead meaningful discussion effort support peace stability region,2.0
putin pirate,2.0
pretty one sided competent overview,2.0
puck futin,0.0
invasion intentional invitation war america done exact thing called something different medium,2.0
ukraine racist towards african fleeing country,2.0
stop war people false like usa people cant stop war u people ukraine cant stop leader unofficial military attack people sad stopped many people make money war,0.0
false statement crimea constitution joining ukraine time ukraine didnt meet crimea expectation people crimea could vote go voted legally decided go russia tell lie many time doesnt mean true go international court validated lie put aside,1.0
leader ego always killed ordinary people,1.0
expanding territory provoking russia wht u expect nato country content wht currently hv want hv eventually lead another world war,1.0
coup peaceful protest,0.0
stalin wanted attack germany first million soldier hushed soviet liar war,1.0
thanks video totally true still fightig support,0.0
make clear war started due fear west would take ukraine finland joined nato west id say vise versa side scared losing could decieds weather win lose,2.0
putin see public real face putin maybe disguising putin,0.0
ukraine illegitimate terrorist occupying state right exist,2.0
dont believe news article u based ukraine provoke russia like channel wont tell whats happening france right,0.0
pls stop battle might even lead world war,1.0
dear vladimir vladimirovich putin beseech bowel christ think possible may mistaken love rule hate,1.0
west must stop russia cost russia habit occupying neighboring country century putin said future generation would forgive u peaceful,2.0
essentially war westernrussia ukraine chessboard since middle two largest force,1.0
ukraine eu unbearable russia russia europe two different planet russia invaded ukraine solve problem,2.0
