Comment,Like,Dislike
Democrats are tip toeing with these republicans. If you are a Democrat start telling your party that this walking on flowers has got to end. Do we even have a vice president don't ever hear a word from her.,4,0
"Professor Snyder speaks with such clarity in an increasingly muddied dire situation.  Yes, we need to support Ukraine and get weapons to them faster even with the new war in Israel!  And what worries me is that with the current developments inside Gaza, the news every day is only focused on Israel, and not Ukraine.",38,0
"Ukraine will win. 
we can help them win. WE NEED TO HELP THEM WIN. .. !..!!
and heaven knows WE ALL NEED SOMETHING GOOD....DEMOCRACY NEEDS TO WIN PEOPLE.
it's just better for humanity.",15,0
YES YES THAT SOUNDS JUST AS PUTIN EVIL,1,0
"Every time the Democrats call Republicans stupid, just remember it’s Democrats who thought pulling fire alarms would open locked doors. 😂",3,0
Are democrats going to get a set of cajones.  Biden are you going to get a set cajones the republican party Are not playing. Stop tip toeing with these people.,1,0
Trumps MAGA republicans soldiers are a traitor to their alies in Ukraine. Shame,2,0
Ukraine is already toast. It’s a losing battle. Stop wasting human lives on this. 😢,8,0
"Israel has plenty of weapons, the armaments are desperately needed for Ukraine.",29,0
We NEED to listen to what professor Snyder is saying here.,25,0
"Russian Oil & Gas Income DOWN 69 Percent from 2021 Income { Russian Minister of Finance Sources }                                                                                                           "" Everything going  According to Plan "" 😂😂                                                                                                        European Sanctions Cause Russian Natural Gas Collapse                                                                                           Russian Company GAZPROM just Announced Natural Gas Production has Slumped to USSR  , 1970 s Levels .                                                                                                                                                                                             The Entire World is Laughing at the Russians: as Russia Collapses 😂",1,0
"PUTIN Stated in  2022 "" WE WILL DEMILITARIZE UKRAINE ""                                                                                                      PUTIN in 2023 "" 1940 s T-55 TANKS "" and BEGGING North Korea for Ammo 😂                                                          In AVDIVKA Drone Footage Russia is using 1930 s Military Trucks  😂                                                                                                                                                                            The Entire World is Laughing at the Russians as Russia Collapses 😂",13,0
"The United States should get entirely out of Ukraine, militarily, and let these people settle their differences between themselves.  This is exactly the sort of situation that President Washington warned about.",6,0
Yet the 2nd largest exporter of military weapons (USA) is telling its people that their right to keep and bear arms is a threat to public safety.  The hypocrisy is astounding!,1,0
"Correction, March 3, 2022: A previous version of this video stated that NATO was brought to Russia's borders for the “first time” in 2004 when Estonia, Latvia, and Lithuania joined NATO. That was incorrect because Norway shares a border with Russia and has been in NATO since 1949. We’ve corrected that line at 3:36 to emphasize the importance of former Soviet republics on Russia's border joining NATO for the first time.

We've also clarified that this is one of Europe's largest wars since World War II. We value your feedback in the comments and appreciate you bringing these points to our attention.",6085,0
Украина будет свободной👊,0,0
Since Ukraine came lter in history they will sadly never fCe true independence as Russian spirit is too strong it lives in Ukraine already,0,0
Imagine his inadequacy level is so high and unpredictable that major leaders all over the World cant get on any agreement with him. The amount of countries and regions he affected directly and indirectly are dozen if not more. What a disaster to the World.,0,0
it seems like you don’t understand the whole situation… what do you think the USA would do if China decided to place its nuclear weapons in Mexico? It’s the same✌🏻,0,0
Poor Ukraine...😰 😮,0,0
Save palestine only? How about save Ukraine?,0,0
Nato should never had expanded in 1999 but they did and Ukraine was the last straw before a conflict.,1,0
this is war against western sick mind.....long live Russia,0,0
"I'm a Russian and out government even don't let us call this ""War"", only СВО (abbreviated of special military operation)",0,0
Go Putin!,0,0
"“Ucraine have been locked in conflict with Russia who killed 14000 people” 
NO. Ucraine governament persecute and killed ucranian in Donbas who spoke Russian, 14000. And Putin went to help them.",0,0
What is amazing is the behavior is simply what Hitler and Stalin did in the 1930s.,1,0
"⁠THE MAIN REASON OF THIS WAR  is that if Ukrainians will live a European lifestyle (aka better) then russian people will realize how mistreated they are by their own ruler. 

Eventually, it will be harder to control them & he only cares about himself. it's that simple.",3,0
Is that why you have illegally invaded USA military cloaking hubs with China im under attack,0,0
"0:56 thats Italy, not europe.",0,0
"You're missing an Important detail - all of these actions are just a tool for Putin to stay on a throne, as Boris Nemtsov said: he's afraid off pure democracy on a border with Russia and It could be a reason to ruin the Putin's empire. Putin is a murderer, bandit and the leader of organized world's russian criminal and should be thrown into jail",1,0
so why Ukraine wants to go independent? if im not mistaken its a 30 years old country. so basically its russia. media is not a good source so i really like to know the other part's explanation. who's right and who's wrong?,0,0
The US is largely responsible for this as well as Israel's butchery.,4,0
现代战争太可怕了,0,0
"the USA is supporting ukraine not because of humanity but because of politics as russia is a threat to , the same thing has been happening in palestine and USA and UK have supported the jews create a country in palestines 700,000 have been refuged in 1948 alone nearly 100k people have been killed between 1947- 2023 , why ? because they want a strong alley in the middle east",5,0
Putin is a tweak,0,0
"I'm Ukrainian and I can confirm this. Ukraine will be free in borders of 1991, and russia will fall apart",0,0
You lot want Europe to do to Russia what they allowed to happen in Palestine,2,0
I❤my putinpresident,4,0
"The main reason why Russia had to conquer Ukraine was because it needed Ukraine as a border protection against a potential Nuclear threat to them, in the future from the US. The other reason is for Russia and China to TEST American military strength and weaknesses, before they attempt to go to war together against the US and it's allies.",0,0
"You cant say full scale invasion whe have send 20% of the military Russia... They send 200.000 soldiers from 1 milion they have as permanent/professionals. 

Israel now gather 360.000 soldiers and got 196.000 permanents/professionals soldiers and is only 9m population arround. Israel going full scale invasion as military.

Russia never didnt use full scale war.. 
By statistics is correct to call it a military operation. 
From other side as europeans yes looks as full scale but isn't... 

Full scale in numbers gonna means 400.000 +++ Soldiers to send at once for Russia.",1,0
"Nato is evil and it provoked Russia 
.
Rissia is just defrnfing nato wants Ukraine  to join and they build nuclear missile silos next to Russia
.
The soviet union collapsing wasn't enough for them, They basically want Russia in disarray",5,0
